External_ID__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,RecordTypeId,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Frequency_Cap__c,Frequency_Scope__c,Id,Special_Product__c,Target_Age_Freeform_Entry__c,Target_Gender__c
Netherlands Reference number: 20160283,"Apr 25, 2016","May 16, 2016",4152.59,Inzet week 17: 27-4 t/m 1-5. Week 18: 5-5 t/m 8-5. Week 19: 12-5 t/m 16-5. Week 21: 26-5 t/m 29-5.,Net Cost (Calc Margin),012i0000001EB0nAAG,553678,0,Externally Managed,,7.5,CPM,1,Per week,0063100000fJYaxAAG,Mobile - Interstitial smartphone,20-49,Female
Netherlands Reference number: 20160100,"Feb 8, 2016","Feb 28, 2016",8633.34,"Uitzendinstructies:
KPN                                      9 t/m 14 februari
T-mobile & Vodafone   15 t/m 28 februari (alternerend)",Net Cost (Calc Margin),012i0000001EB0nAAG,639507,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYaXAAW,Video - Preroll 20s,20-35,
Netherlands Reference number: 20160177,"Mar 14, 2016","Apr 3, 2016",58934.97,"Activity tag meedraaien op de click, zodat we een audience discovery kunnen doen aan het eind van de campagne en ze wellicht verrassen’.",Net Cost (Calc Margin),012i0000001EB0nAAG,4365553,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYayAAG,Video - Preroll 20s,20-34,
Netherlands Reference number: 20160099,"Feb 12, 2016","Mar 13, 2016",7499.99,Huawei MateS Display - Feb-Mar 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,428571,0,Externally Managed,,17.5,CPM,3,Per campaign,0063100000fJYaYAAW,Rich Media - Skin,20-49,
Netherlands Reference number: 20160355,"Jun 6, 2016","Jun 29, 2016",13494.6,- smartphone web,Net Cost (Calc Margin),012i0000001EB0nAAG,1079568,0,Externally Managed,,12.5,CPM,3,Per campaign,0063100000fJYazAAG,Video - Preroll 20s,25-54,
Netherlands Reference number: 20160286,"May 2, 2016","May 15, 2016",18500.47,4 mei: Akkoord op test inzet Youtube,Net Cost (Calc Margin),012i0000001EB0nAAG,1370405,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYaZAAW,Video - Preroll 20s,20-35,
Netherlands Reference number: 20160353,"Jul 18, 2016","Aug 7, 2016",13494.6,"STIVA tijdvak aanhouden, inzet tussen 21:00-06:00 uur. Combi Video pakket; 50% van de impressies op Desktop en 50% van de impressies op Mobile (In-app). Smartphone web mag ingezet worden.",Net Cost (Calc Margin),012i0000001EB0nAAG,1079568,0,Externally Managed,,12.5,CPM,3,Per campaign,0063100000fJYb0AAG,Video - Preroll 20s,25-54,
Netherlands Reference number: 20160351,"Aug 22, 2016","Sep 11, 2016",13494.6,"STIVA tijdvak aanhouden, inzet tussen 21:00-06:00 uur. Combi Video pakket; 50% van de impressies op Desktop en 50% van de impressies op Mobile (In-app). Smartphone web mag ingezet worden.",Net Cost (Calc Margin),012i0000001EB0nAAG,1079568,0,Externally Managed,,12.5,CPM,1,Per week,0063100000fJYb1AAG,Video - Preroll 20s,25-54,
Netherlands Reference number: 20160217,"Apr 1, 2016","Jun 30, 2016",29279.99,Turbine pixels op Volvo site plaatsen - optimaliseren op Audience insight. Gebruikers op landingspagina uitsluiten : Automotive,Net Cost (Calc Margin),012i0000001EB0nAAG,2091428,0,Externally Managed,,14,CPM,,,0063100000fJYb2AAG,Display - Frequency booster,,
Netherlands Reference number: 20160406,"Jul 1, 2016","Sep 30, 2016",29279.99,Look a like segmenten van Volvo,Net Cost (Calc Margin),012i0000001EB0nAAG,2091428,0,Externally Managed,,14,CPM,,,0063100000fJYb3AAG,Display - Frequency booster,,
Netherlands Reference number: 20150761,"Dec 14, 2015","Dec 31, 2015",5894.79,Turbine pixel op click. Tags+materiaal gebruiken van Flight 1 (20150759).,Net Cost (Calc Margin),012i0000001EB0nAAG,982465,0,Externally Managed,,6,CPM,3,Per campaign,0063100000fJYb4AAG,Xaxis Mobile,18-35,
Netherlands Reference number: 20150723,"Dec 14, 2015","Dec 31, 2015",4200,"Ook Interessesegmenten: Insurance, Financial planning en Health and Fitness. Turbine pixel op click.",Net Cost (Calc Margin),012i0000001EB0nAAG,700000,0,Externally Managed,,6,CPM,3,Per campaign,0063100000fJYb5AAG,Xaxis Mobile,35-65,
Netherlands Reference number: 20160128,"Feb 22, 2016","Mar 20, 2016",14000,NL inzet: Targeting: 60% Vrouwen en 40% Mannen. Graag aparte line items aanmaken. Graag kwalitatieve inzet aangezien complete sitelist (eenmalig) moet worden verstuurd.,Net Cost (Calc Margin),012i0000001EB0nAAG,1037037,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYb6AAG,Video - Preroll 20s,20-39,
Netherlands Reference number: 20160129,"Feb 22, 2016","Mar 20, 2016",8756,NL inzet: Targeting: 60% Vrouwen en 40% Mannen NL. Graag aparte line items aanmaken. Graag kwalitatieve inzet aangezien complete sitelist (eenmalig) moet worden verstuurd.,Net Cost (Calc Margin),012i0000001EB0nAAG,761391,0,Externally Managed,,11.5,CPM,3,Per campaign,0063100000fJYb6AAG,Mobile - Video,20-39,
Netherlands Reference number: 20160130,"Feb 22, 2016","Mar 20, 2016",22930.99,"BE inzet: Targeting: 60% Vlaanderen - 40% Wallonie, 60% Vrouwen 40% Mannen. Graag aparte line items aanmaken. Graag kwalitatieve inzet aangezien complete sitelist (eenmalig) moet worden verstuurd.",Net Cost (Calc Margin),012i0000001EB0nAAG,1348882,0,Externally Managed,,17,CPM,3,Per campaign,0063100000fJYb6AAG,Video - Preroll 20s,20-39,
Netherlands Reference number: 20160239,"Apr 14, 2016","May 8, 2016",8250,Gelijkmatige uitlevering van de impressies over de dagen. : Style&Fashion,Net Cost (Calc Margin),012i0000001EB0nAAG,330000,0,Externally Managed,,25,CPM,3,Per campaign,0063100000fJYb7AAG,Video - Preroll 30s,,
Netherlands Reference number: 20160241,"Apr 14, 2016","May 8, 2016",8250,Gelijkmatige uitlevering van de impressies over de dagen.,Net Cost (Calc Margin),012i0000001EB0nAAG,412500,0,Externally Managed,,20,CPM,3,Per campaign,0063100000fJYb7AAG,Video - Preroll 30s,20-39,Female
Netherlands Reference number: 20160240,"Apr 14, 2016","May 8, 2016",5500,Gelijkmatige uitlevering van de impressies over de dagen. : Style&Fashion,Net Cost (Calc Margin),012i0000001EB0nAAG,220000,0,Externally Managed,,25,CPM,3,Per campaign,0063100000fJYb8AAG,Video - Preroll 30s,,
Netherlands Reference number: 20160242,"Apr 14, 2016","May 8, 2016",5500,Gelijkmatige uitlevering van de impressies over de dagen.,Net Cost (Calc Margin),012i0000001EB0nAAG,275000,0,Externally Managed,,20,CPM,3,Per campaign,0063100000fJYb8AAG,Video - Preroll 30s,20-39,Female
Netherlands Reference number: 20160233,"Apr 14, 2016","May 8, 2016",6000,MAX-128858-2016-0171 -- Zalando OLV - NL-BE - Apr May 2016 - NL inzet,Net Cost (Calc Margin),012i0000001EB0nAAG,400000,0,Externally Managed,"Graag de eerste week 250.000 impressies inzetten. De resterende 150.000 impressies gelijkwaardig verdelen over de weken. Graag een pixel plaatsen op click en op view, Light Reaction gaat deze pool gebruiken voor verdere inzet. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten.",15,CPM,3,Per campaign,0063100000fJYb9AAG,Video - Preroll 30s,20-39,Female
Netherlands Reference number: 20160234,"Apr 14, 2016","May 8, 2016",12650,MAX-128858-2016-0171 -- Zalando OLV - NL-BE - Apr May 2016 - NL inzet,Net Cost (Calc Margin),012i0000001EB0nAAG,1100000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten.,11.5,CPM,3,Per campaign,0063100000fJYb9AAG,Mobile - Video,20-39,Female
Netherlands Reference number: 20160084,"Jan 26, 2016","Feb 28, 2016",14850,"Mochten er problemen zijn met uitleveren, dan is het mogelijk om tech sites toe te voegen. Mochten er daarna nog steeds problemen zijn met uitleveren, dan mogen entertainment sites worden toegevoegd. Let op: de video is 30"".",Net Cost (Calc Margin),012i0000001EB0nAAG,1100000,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYbaAAG,Video - Preroll 20s,18-34,Male
Netherlands Reference number: 20160085,"Jan 26, 2016","Feb 28, 2016",11338.25,"Mochten er problemen zijn met uitleveren, dan is het mogelijk om tech sites toe te voegen. Mochten er daarna nog steeds problemen zijn met uitleveren, dan mogen entertainment sites worden toegevoegd. Let op: Tablet pre-roll 15:"".",Net Cost (Calc Margin),012i0000001EB0nAAG,985935,0,Externally Managed,,11.5,CPM,3,Per campaign,0063100000fJYbaAAG,Mobile - Video,18-34,Male
Netherlands Reference number: 20160086,"Jan 26, 2016","Feb 28, 2016",11327.5,"Mochten er problemen zijn met uitleveren, dan is het mogelijk om tech sites toe te voegen. Mochten er daarna nog steeds problemen zijn met uitleveren, dan mogen entertainment sites worden toegevoegd. Let op: Smartphone pre-roll 15:"".",Net Cost (Calc Margin),012i0000001EB0nAAG,985000,0,Externally Managed,,11.5,CPM,3,Per campaign,0063100000fJYbaAAG,Mobile - Video,18-34,Male
Netherlands Reference number: 20160308,"May 17, 2016","Jun 5, 2016",6750,MAX-128858-2016-0227 -- Zalando OLV - NL-BE - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,500000,0,Externally Managed,"Graag de eerste week 250.000 impressies inzetten. De resterende 250.000 impressies gelijkwaardig verdelen over de weken. Graag een pixel plaatsen op click en op view, Light Reaction gaat deze pool gebruiken voor verdere inzet. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten.",13.5,CPM,3,Per campaign,0063100000fJYbAAAW,Video - Preroll 20s,20-39,Female
Netherlands Reference number: 20160309,"May 17, 2016","Jun 5, 2016",1350,MAX-128858-2016-0227 -- Zalando OLV - NL-BE - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,100000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De doelgroep betreft Vrouwen 20-39 jaar en Turbine segment Style & Fashion. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten. : Style & Fashion,13.5,CPM,3,Per campaign,0063100000fJYbAAAW,Video - Preroll 20s,20-39,Female
Netherlands Reference number: 20160310,"May 17, 2016","Jun 5, 2016",4600,MAX-128858-2016-0227 -- Zalando OLV - NL-BE - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,400000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten.,11.5,CPM,3,Per campaign,0063100000fJYbAAAW,Mobile - Video,20-39,Female
Netherlands Reference number: 20160013,"Jan 1, 2016","Feb 7, 2016",4625.01,2015-01 Activia AV Challenge,Net Cost (Calc Margin),012i0000001EB0nAAG,342593,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYbbAAG,Video - Preroll 20s,25-40,Female
Netherlands Reference number: 20160311,"May 17, 2016","Jun 5, 2016",5250,MAX-128858-2016-0227 -- Zalando OLV - NL-BE Flanders - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,210000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten. : Style & Fashion,25,CPM,3,Per campaign,0063100000fJYbBAAW,Video - Preroll 20s,,
Netherlands Reference number: 20160313,"May 17, 2016","Jun 5, 2016",5400,MAX-128858-2016-0227 -- Zalando OLV - NL-BE Flanders - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,270000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten.,20,CPM,3,Per campaign,0063100000fJYbBAAW,Video - Preroll 20s,20-39,Female
Netherlands Reference number: 20160026,"Jan 1, 2016","Feb 7, 2016",2337.5,2015-01 Activia AV Good Intentions,Net Cost (Calc Margin),012i0000001EB0nAAG,173148,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYbcAAG,Video - Preroll 20s,25-40,Female
Netherlands Reference number: 20160312,"May 17, 2016","Jun 5, 2016",3500,MAX-128858-2016-0227 -- Zalando OLV - NL-BE Wallonia - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,140000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten. : Style & Fashion,25,CPM,3,Per campaign,0063100000fJYbCAAW,Video - Preroll 20s,,
Netherlands Reference number: 20160314,"May 17, 2016","Jun 5, 2016",3600,MAX-128858-2016-0227 -- Zalando OLV - NL-BE Wallonia - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,180000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten.,20,CPM,3,Per campaign,0063100000fJYbCAAW,Video - Preroll 20s,20-39,Female
Netherlands Reference number: 20160071,"Feb 22, 2016","Mar 13, 2016",2624.79,Deze campagne is geannuleerd extra kosten zijn voor onze rekening 25-2-16,Net Cost (Calc Margin),012i0000001EB0nAAG,194429,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYbdAAG,Video - Preroll 20s,25-40,Female
Netherlands Reference number: 20160038,"Feb 8, 2016","Mar 6, 2016",11553.16,Uitlevering desktop + tablet,Net Cost (Calc Margin),012i0000001EB0nAAG,4201149,0,Externally Managed,,2.75,CPM,,,0063100000fJYbDAAW,Display - Standard,25-64,Female
Netherlands Reference number: 20160039,"Feb 8, 2016","Mar 6, 2016",10000,Uitlevering desktop + tablet,Net Cost (Calc Margin),012i0000001EB0nAAG,800000,0,Externally Managed,,12.5,CPM,,,0063100000fJYbDAAW,Display - Half Page Ad,25-64,Female
Netherlands Reference number: 20160112,"Feb 22, 2016","Mar 13, 2016",2624.79,MCM-113554-2016-0204 -- 2016-02 Activia AV Challenge,Net Cost (Calc Margin),012i0000001EB0nAAG,194429,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYbeAAG,Video - Preroll 20s,25-40,Female
Netherlands Reference number: 20160045,"Feb 8, 2016","Mar 22, 2016",33898.85,uitsluiten week 9.,Net Cost (Calc Margin),012i0000001EB0nAAG,2511026,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYbEAAW,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160115,"Mar 7, 2016","Apr 3, 2016",8250,MCM-113554-2016-0211 -- 2016-03 Danio AV Maart April,Net Cost (Calc Margin),012i0000001EB0nAAG,611111,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYbfAAG,Video - Preroll 20s,25-45,Female
Netherlands Reference number: 20160322,"Jun 27, 2016","Aug 7, 2016",111996,MEC-44630-2016-0962 -- 2016.MICHELIN.TCRE.PS4.060708.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,7999714,0,Externally Managed,,14,CPM,,,0063100000fJYbFAAW,Display - Frequency booster,25-55,Male
Netherlands Reference number: 20160184,"Apr 4, 2016","May 3, 2016",6749.84,Activia Fusion AV Challenge,Net Cost (Calc Margin),012i0000001EB0nAAG,499988,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYbgAAG,Video - Preroll 20s,25-40,Female
Netherlands Reference number: 20160052,"Jan 15, 2016","Feb 4, 2016",7902.28,Online video 10 sec en een gelijkmatige uitlevering.,Net Cost (Calc Margin),012i0000001EB0nAAG,585354,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYbGAAW,Video - Preroll 20s,25-54,
Netherlands Reference number: 20160185,"May 2, 2016","May 8, 2016",8850.01,Hier volgt een creditatie voor,Net Cost (Calc Margin),012i0000001EB0nAAG,655556,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYbhAAG,Video - Preroll 20s,25-45,
Netherlands Reference number: 20160049,"Jan 15, 2016","Feb 1, 2016",9227.32,Doelgroep is opgevraagd bij Boris door Martina,Net Cost (Calc Margin),012i0000001EB0nAAG,683505,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYbHAAW,Video - Preroll 20s,20-50,Female
Netherlands Reference number: 20160050,"Jan 15, 2016","Feb 1, 2016",11615.24,Doelgroep is opgevraagd bij Boris door Martina,Net Cost (Calc Margin),012i0000001EB0nAAG,829660,0,Externally Managed,,14,CPM,3,Per campaign,0063100000fJYbIAAW,Display - Frequency booster,20-50,Female
Netherlands Reference number: 20160051,"Feb 8, 2016","Feb 28, 2016",11615.24,Doelgroep is opgevraagd bij Boris door Martina,Net Cost (Calc Margin),012i0000001EB0nAAG,829660,0,Externally Managed,,14,CPM,3,Per campaign,0063100000fJYbIAAW,Display - Frequency booster,20-50,Female
Netherlands Reference number: 20160093,"Feb 8, 2016","Feb 29, 2016",9296.17,Karcher Multi Vac Display - Jan-Dec 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,664012,0,Externally Managed,,14,CPM,3,Per campaign,0063100000fJYbJAAW,Display - Frequency booster,24-45,Male
Netherlands Reference number: 20160191,"Mar 16, 2016","Apr 10, 2016",9999.99,Doelgroep nagevraagd,Net Cost (Calc Margin),012i0000001EB0nAAG,714285,0,Externally Managed,,14,CPM,3,Per campaign,0063100000fJYbKAAW,Display - Frequency booster,35-54,Male
Netherlands Reference number: 20160190,"Mar 22, 2016","Apr 11, 2016",19099.99,doelgroep+cap nagevraagd,Net Cost (Calc Margin),012i0000001EB0nAAG,1414814,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYbLAAW,Video - Preroll 20s,35-54,Male
Netherlands Reference number: 20160192,"Apr 4, 2016","Apr 24, 2016",8315.5,Karcher High Pressure Display - Mar-Jun 2016 - Flight 2,Net Cost (Calc Margin),012i0000001EB0nAAG,593964,0,Externally Managed,,14,CPM,3,Per campaign,0063100000fJYbMAAW,Display - Frequency booster,35-54,Male
Netherlands Reference number: 20160220,"Apr 4, 2016","Apr 24, 2016",9303.27,Karcher Window Vac OLV April 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,689131,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYbNAAW,Video - Preroll 20s,29-49,Female
Netherlands Reference number: 20160257,"Apr 14, 2016","Apr 30, 2016",9999.99,Karcher Window Vac Display - Apr-Oct 2016 - Flight 1,Net Cost (Calc Margin),012i0000001EB0nAAG,714285,0,Externally Managed,,14,CPM,3,Per campaign,0063100000fJYbOAAW,Display - Frequency booster,20-49,Female
Netherlands Reference number: 20160258,"May 1, 2016","May 12, 2016",5999.99,Karcher Window Vac Display - Apr-Oct 2016 - Flight 2,Net Cost (Calc Margin),012i0000001EB0nAAG,428571,0,Externally Managed,,14,CPM,3,Per campaign,0063100000fJYbPAAW,Display - Frequency booster,20-49,Female
Netherlands Reference number: 20160193,"May 2, 2016","May 22, 2016",11684.5,Doelgroep nagevraagd,Net Cost (Calc Margin),012i0000001EB0nAAG,834607,0,Externally Managed,,14,CPM,3,Per campaign,0063100000fJYbQAAW,Display - Frequency booster,35-54,Male
Netherlands Reference number: 20160194,"Jun 6, 2016","Jun 18, 2016",7123.49,Doelgroep nagevraagd,Net Cost (Calc Margin),012i0000001EB0nAAG,508821,0,Externally Managed,,14,CPM,3,Per campaign,0063100000fJYbRAAW,Display - Frequency booster,35-54,Male
Netherlands Reference number: 20160413,"Jul 1, 2016","Aug 31, 2016",10000,"Doelgroep is man 20-70 en vrouw 29-49. Er moeten dus twee campagnes onder de Line Items opgezet worden. Impressies mogen 50/50 ingezet worden. : Family & Parenting, Home & Garden, Food&Drink_Barbecues & Grilling",Net Cost (Calc Margin),012i0000001EB0nAAG,740741,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYbSAAW,Video - Preroll 20s,,
Netherlands Reference number: 20160482,"Sep 1, 2016","Sep 20, 2016",8999.98,MAX-99572-2016-0360 -- Karcher Multi Vac Display - Jul 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,642856,0,Externally Managed,,14,CPM,3,Per campaign,0063100000fJYbTAAW,Display - Frequency booster,30-54,Male
Netherlands Reference number: 20160259,"Oct 3, 2016","Oct 22, 2016",9999.99,MAX-99572-2016-0192 -- Karcher Window Vac Display - Apr-Oct 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,714285,0,Externally Managed,,14,CPM,3,Per campaign,0063100000fJYbUAAW,Display - Frequency booster,20-49,Female
Netherlands Reference number: 20160030,"Jan 2, 2016","Jan 17, 2016",17882.3,Volvo_OLV_V60_Winter_jan_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,1324615,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYbVAAW,Video - Preroll 20s,35-54,Male
Netherlands Reference number: 20160081,"Feb 1, 2016","Feb 14, 2016",14901.92,Volvo_OLV_V60_Winter_feb_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,1103846,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYbWAAW,Video - Preroll 20s,35-54,Male
Netherlands Reference number: 20150847,"Dec 24, 2015","Feb 29, 2016",10000,Online Winter Nordic,Net Cost (Calc Margin),012i0000001EB0nAAG,714286,0,Externally Managed,,14,CPM,3,Per campaign,0063100000fJYbXAAW,Xaxis Display,35-55,
Netherlands Reference number: 20160035,"Jan 1, 2016","Mar 31, 2016",59080,Turbine pixels op Volvo site plaatsen per type. Er volgt een lijst van Thomas. Gebruikers op landingspagina uitsluiten (clickers). : Autmotive,Net Cost (Calc Margin),012i0000001EB0nAAG,4220000,0,Externally Managed,,14,CPM,,,0063100000fJYbYAAW,Display - Frequency booster,,
Netherlands Reference number: 20150778,"Nov 18, 2015","Feb 21, 2016",46874.94,Frank -> briefing Suzanne,Net Cost (Calc Margin),012i0000001EB0nAAG,3472218,0,Externally Managed,,13.5,CPM,2,Per campaign,0063100000fJYbZAAW,Xaxis TV,18-34,
Netherlands Reference number: 20150779,"Nov 18, 2015","Mar 6, 2016",43108.89,Frank -> briefing Suzanne. Retargeting preroll viewers,Net Cost (Calc Margin),012i0000001EB0nAAG,15675960,0,Externally Managed,,2.75,CPM,3,Per campaign,0063100000fJYbZAAW,Xaxis Display,18-34,
Netherlands Reference number: 20150780,"Nov 18, 2015","Mar 6, 2016",9660.5,Frank -> briefing Suzanne. Retargeting preroll non-viewers.,Net Cost (Calc Margin),012i0000001EB0nAAG,690036,0,Externally Managed,,14,CPM,2,Per campaign,0063100000fJYbZAAW,Xaxis Display,18-34,
Netherlands Reference number: 20150781,"Nov 18, 2015","Mar 6, 2016",4967.3,Frank -> briefing Suzanne. Retargeting high impact viewers,Net Cost (Calc Margin),012i0000001EB0nAAG,1806290,0,Externally Managed,,2.75,CPM,3,Per campaign,0063100000fJYbZAAW,Xaxis Display,18-34,
Netherlands Reference number: 20150782,"Nov 18, 2015","Mar 31, 2016",1236.19,Frank -> briefing Suzanne. Retargeting website,Net Cost (Calc Margin),012i0000001EB0nAAG,449523,0,Externally Managed,,2.75,CPM,5,Per campaign,0063100000fJYbZAAW,Xaxis Display,18-34,
Netherlands Reference number: 20150783,"Nov 18, 2015","Mar 31, 2016",825,Frank -> briefing Suzanne. Retargeting review pages partnerships,Net Cost (Calc Margin),012i0000001EB0nAAG,300000,0,Externally Managed,,2.75,CPM,5,Per campaign,0063100000fJYbZAAW,Xaxis Display,18-34,
Netherlands Reference number: 20160179,"Apr 3, 2016","Apr 17, 2016",2082.5,"Desktop+tablet- Doelgroep moet zich in Nijmegen+verzorgingsgebied bevinden Verzorgingsgebied bestaat uit: Nijmegen en Arnhem, gemeenten Lingerwaard, Overbetuwe, Oss, Wijchen, Beuningen,  Ede, Apeldoorn en Rheden Deventer, Boxmeer en Uden.",Net Cost (Calc Margin),012i0000001EB0nAAG,757272,0,Externally Managed,,2.75,CPM,6,Per campaign,0063100000fJYiaAAG,Display - Standard,30-50,Female
Netherlands Reference number: 20160280,"May 2, 2016","May 29, 2016",10800,Doelgroep Boodschappers aanmaken middels Turbine (check bij Sjoerd),Net Cost (Calc Margin),012i0000001EB0nAAG,800000,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYiAAAW,Video - Preroll 20s,25-45,
Netherlands Reference number: 20160021,"Jan 4, 2016","Jan 17, 2016",7230.8,S-Max_OLV_JAN_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,535615,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYibAAG,Video - Preroll 20s,25-35,
Netherlands Reference number: 20160281,"May 16, 2016","Jun 5, 2016",3250.4,25-4: Bij Linsey nagevraagd of er getarget moet worden op Mannen of op Vrouwen,Net Cost (Calc Margin),012i0000001EB0nAAG,240770,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYiBAAW,Video - Preroll 20s,25-40,Female
Netherlands Reference number: 20160022,"Jan 25, 2016","Feb 7, 2016",5751,Mustang Jan-Feb,Net Cost (Calc Margin),012i0000001EB0nAAG,383400,0,Externally Managed,,15,CPM,3,Per campaign,0063100000fJYicAAG,Video - Preroll 30s,25-35,
Netherlands Reference number: 20160336,"Jun 13, 2016","Jul 3, 2016",7799.6,27-6: Mobile toegevoegd en outstream aan toegevoegd.,Net Cost (Calc Margin),012i0000001EB0nAAG,577748,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYiCAAW,Video - Preroll 20s,25-45,
Netherlands Reference number: 20160098,"Feb 15, 2016","Feb 28, 2016",12147.34,OLV Ecosport-Februari_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,899803,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYidAAG,Video - Preroll 20s,25-45,
Netherlands Reference number: 20160324,"Jun 13, 2016","Jul 10, 2016",7799.6,2016-06 Greek Oikos juni-juli 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,577748,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYiDAAW,Video - Preroll 20s,35-55,Female
