External_ID__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,RecordTypeId,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,CloseDate,Frequency_Cap__c,Frequency_Scope__c,Id,Special_Product__c,StartDate,Target_Age_Freeform_Entry__c,Target_Gender__c
Netherlands Reference number: 20160317,2931.84,MAX-118157-2016-0232 -- TOMY TOYS OLV,Net Cost (Calc Margin),012i0000001EB0nAAG,217173,0,Externally Managed,,13.5,CPM,"Jul 10, 2016",4,Per campaign,0063100000fJYl0AAG,Video - Preroll 20s,"Jun 20, 2016",,
Netherlands Reference number: 20160174,18025.88,2016.WILKINSON.HYDROSILK.0304.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1335250,0,Externally Managed,,13.5,CPM,"Apr 10, 2016",3,Per campaign,0063100000fJYl1AAG,Video - Preroll 20s,"Mar 21, 2016",20-34,Female
Netherlands Reference number: 20160345,10580.8,Combi Video pakket; 50% van de impressies op Desktop en 50% van de impressies op Mobile In-app. Voor beide devices een cap van 2 hanteren.,Net Cost (Calc Margin),012i0000001EB0nAAG,846464,0,Externally Managed,,12.5,CPM,"Jun 5, 2016",2,Per campaign,0063100000fJYl2AAG,Video - Preroll 20s,"May 23, 2016",18-34,Male
Netherlands Reference number: 20160346,7650,Combi Video pakket; 50% van de impressies op Desktop en 50% van de impressies op Mobile In-app. Voor beide devices een cap van 2 hanteren.,Net Cost (Calc Margin),012i0000001EB0nAAG,612000,0,Externally Managed,,12.5,CPM,"Jun 26, 2016",2,Per campaign,0063100000fJYl2AAG,Video - Preroll 20s,"Jun 12, 2016",18-34,Male
Netherlands Reference number: 20160337,18563.4,"Hanteer een cap van 2 per week en 4 in totaal, uitgesteld tot de 27e",Net Cost (Calc Margin),012i0000001EB0nAAG,1375067,0,Externally Managed,,13.5,CPM,"Jun 23, 2016",4,Per campaign,0063100000fJYYaAAO,Video - Preroll 20s,"May 23, 2016",25-45,Female
Netherlands Reference number: 20160338,11764.68,"Hanteer een cap van 2 per week en 4 in totaal, uitgesteld tot de 27e",Net Cost (Calc Margin),012i0000001EB0nAAG,1023016,0,Externally Managed,,11.5,CPM,"Jun 23, 2016",4,Per campaign,0063100000fJYYaAAO,Mobile - Video,"May 23, 2016",25-45,Female
Netherlands Reference number: 20160173,13656.94,gevraagd of de doelgroep verbreed kan worden.,Net Cost (Calc Margin),012i0000001EB0nAAG,1011625,0,Externally Managed,,13.5,CPM,"Apr 30, 2016",3,Per campaign,0063100000fJYYbAAO,Video - Preroll 20s,"Apr 11, 2016",30-49,Female
Netherlands Reference number: 20160250,30525.81,Britvic_Fruitshoot_De Dropping_Online_April-Oktober_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,1744332,0,Externally Managed,"Graag 2 line items opzetten: 1) Turbine segment Family & Parenting_Parenting kids + Vrouwen 30-50 jaar en 2) Vrouwen 30-50 jaar. Hoogste prioriteit gaat uit naar line item 1. De verwachting is dat we te weinig users terugvinden, vandaar prioriteit 2. Sturen naar hoge viewability : Family & Parenting_Parenting kids",17.5,CPM,"May 8, 2016",1,Per campaign,0063100000fJYYcAAO,Rich Media - Skin,"Apr 18, 2016",30-50,Female
Netherlands Reference number: 20160251,21000.95,Britvic_Fruitshoot_De Dropping_Online_April-Oktober_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,2800127,0,Externally Managed,,7.5,CPM,"May 8, 2016",1,Per campaign,0063100000fJYYcAAO,Mobile - Interstitial smartphone,"Apr 18, 2016",30-50,Female
Netherlands Reference number: 20160252,2581.73,Cap van 3 per Sync moment. Sync momenten staan gepland op iedere dag vanaf 22 april - zie mail 21 april van Cynthia. Graag cappen op 500.000 impressies per Sync moment.,Net Cost (Calc Margin),012i0000001EB0nAAG,860576,0,Externally Managed,,3,CPM,"May 8, 2016",,,0063100000fJYYcAAO,Display - Sync,"Apr 18, 2016",,
Netherlands Reference number: 20160460,16380.35,Britvic_Fruitshoot_OLV_Augustus_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,1424378,0,Externally Managed,,11.5,CPM,"Sep 4, 2016",3,Per campaign,0063100000fJYYdAAO,Mobile - Video,"Aug 15, 2016",20-49,Female
Netherlands Reference number: 20160380,4250,MAX-132034-2016-0297 -- Byron Bay,Net Cost (Calc Margin),012i0000001EB0nAAG,340000,0,Externally Managed,"Combi Video pakket; 50% van de impressies op Desktop en 50% van de impressies op Mobile In-app. Voor beide devices een cap van 3 hanteren. Hoge druk op don/vrij/zat & lichte druk op zon-woe. (Sturing op weer, hogere druk op zonnige dagen.) 24-6: campagne tot 30-6 on hold, daarna max leveren",12.5,CPM,"Jul 9, 2016",3,Per campaign,0063100000fJYYeAAO,Video - Preroll 20s,"Jun 10, 2016",20-40,Female
Netherlands Reference number: 20160091,11561.94,Cap van 3 in totaal,Net Cost (Calc Margin),012i0000001EB0nAAG,856440,0,Externally Managed,,13.5,CPM,"Mar 27, 2016",3,Per campaign,0063100000fJYYfAAO,Video - Preroll 20s,"Mar 14, 2016",29-55,
Netherlands Reference number: 20160196,1201.29,MEC-120155-2016-0178 -- 2016.LINDT.EASTER.0304.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,104460,0,Externally Managed,,11.5,CPM,"Mar 27, 2016",2,Per campaign,0063100000fJYYfAAO,Mobile - Video,"Mar 22, 2016",29-55,
Netherlands Reference number: 20160480,3304.8,"Desktop en Tablet. Alleen live op maandag tussen 00:00 - 19:00 uur op basis van een cap van 4 per dag (max. 1 vertoning per uur)! : Arts&Entertainment_Music en Hobbies&Interests_Radio / Interest, Predicted Interest en Intent / High, Medium en Low",Net Cost (Calc Margin),012i0000001EB0nAAG,1201745,0,Externally Managed,,2.75,CPM,"Sep 20, 2016",4,Per campaign,0063100000fJYYgAAO,Display - Standard,"Aug 28, 2016",,
Netherlands Reference number: 20160481,2800,"Desktop en Tablet. Alleen live op maandag tussen 19:00 - 21:00 uur op basis van een cap van 1 per dag! : Arts&Entertainment_Music en Hobbies&Interests_Radio / Interest, Predicted Interest en Intent / High, Medium en Low",Net Cost (Calc Margin),012i0000001EB0nAAG,200000,0,Externally Managed,,14,CPM,"Sep 20, 2016",1,Per campaign,0063100000fJYYgAAO,Display - Frequency booster,"Aug 28, 2016",,
Netherlands Reference number: 20160478,1377,"Desktop en Tablet. Alleen live op zondag tussen 00:00 - 12:00 uur op basis van een cap van 3 per dag! : Arts&Entertainment_Music en Hobbies&Interests_Radio / Interest, Predicted Interest en Intent / High, Medium en Low",Net Cost (Calc Margin),012i0000001EB0nAAG,500727,0,Externally Managed,,2.75,CPM,"Sep 20, 2016",3,Per campaign,0063100000fJYYhAAO,Display - Standard,"Aug 28, 2016",,
Netherlands Reference number: 20160479,1119.96,"Desktop en Tablet. Alleen live op zondag tussen 00:00 - 12:00 uur op basis van een cap van 2 per dag! : Arts&Entertainment_Music en Hobbies&Interests_Radio / Interest, Predicted Interest en Intent / High, Medium en Low",Net Cost (Calc Margin),012i0000001EB0nAAG,79997,0,Externally Managed,,14,CPM,"Sep 20, 2016",2,Per campaign,0063100000fJYYhAAO,Display - Frequency booster,"Aug 28, 2016",,
Netherlands Reference number: 20160102,31050.3,MBA-129135-2016-0058 -- Tankpas,Net Cost (Calc Margin),012i0000001EB0nAAG,5175050,0,Externally Managed,"Swipe Cube. Er worden 2 flights ingezet. Flight 1: 7 maart t/m 31 mei 2016, 3.052.044 gerealiseerde impressies. Flight 2: 1 september t/m 30 november 2016, 2.347.956 impressies. Per flight geldt een cap van 3. Geo-targeting. Graag op de volgende tactics inzetten: 1) bouwmarkten, 2) flexplekken, 3) Macro’s, 4) Sligro’s, 5) grote bedrijventerreinen. 19-4: Graag 500.000 impressies van de eerste flight verschuiven van geo-targeting naar inzet op Mannen 35-49 jaar met een cap van 3.",6,CPM,"Dec 31, 2016",3,Per campaign,0063100000fJYYiAAO,Mobile - Halfpage ad,"Mar 7, 2016",,
Netherlands Reference number: 20160005,8564.47,Keukenkampioen - Koopnacht 2015,Net Cost (Calc Margin),012i0000001EB0nAAG,634405,0,Externally Managed,,13.5,CPM,"Jan 21, 2016",3,Per campaign,0063100000fJYYjAAO,Video - Preroll 20s,"Jan 10, 2016",35-49,
Netherlands Reference number: 20160082,5446.31,Let op!  Zondag starten na 18:00 uur t/m zaterdag 19:00 uur,Net Cost (Calc Margin),012i0000001EB0nAAG,403430,0,Externally Managed,,13.5,CPM,"Feb 6, 2016",3,Per campaign,0063100000fJYYkAAO,Video - Preroll 20s,"Jan 31, 2016",20-49,Female
Netherlands Reference number: 20160040,2935.35,KeukenConcurrent_OLV_Week 6_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,217433,0,Externally Managed,,13.5,CPM,"Feb 12, 2016",3,Per campaign,0063100000fJYYlAAO,Video - Preroll 20s,"Feb 7, 2016",20-34,
Netherlands Reference number: 20160107,5445.94,KeukenKampioen - OLV - Week 8_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,403403,0,Externally Managed,,13.5,CPM,"Feb 25, 2016",3,Per campaign,0063100000fJYYmAAO,Video - Preroll 20s,"Feb 21, 2016",20-49,Female
Netherlands Reference number: 20160139,8919.79,Mandemakers Keukens - OLV - Week 8-10_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,660725,0,Externally Managed,,13.5,CPM,"Mar 12, 2016",3,Per campaign,0063100000fJYYnAAO,Video - Preroll 20s,"Feb 28, 2016",35-49,
Netherlands Reference number: 20160175,6718.99,KeukenKampioen - OLV - Week 10_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,497703,0,Externally Managed,,13.5,CPM,"Mar 17, 2016",3,Per campaign,0063100000fJYYoAAO,Video - Preroll 20s,"Mar 13, 2016",20-49,Female
Netherlands Reference number: 20160164,8692.29,KeukenConcurrent_OLV_Week,Net Cost (Calc Margin),012i0000001EB0nAAG,643873,0,Externally Managed,,13.5,CPM,"Mar 19, 2016",3,Per campaign,0063100000fJYYpAAO,Video - Preroll 20s,"Mar 10, 2016",20-34,
Netherlands Reference number: 20160170,6844.47,Deze campagne is verlengd tot 27 maart ipv 26 maart.,Net Cost (Calc Margin),012i0000001EB0nAAG,506998,0,Externally Managed,,13.5,CPM,"Mar 27, 2016",3,Per campaign,0063100000fJYYqAAO,Video - Preroll 20s,"Mar 13, 2016",35-49,Female
Netherlands Reference number: 20160209,5761.91,KeukenKampioen_OLV_Week,Net Cost (Calc Margin),012i0000001EB0nAAG,426808,0,Externally Managed,,13.5,CPM,"Apr 8, 2016",3,Per campaign,0063100000fJYYrAAO,Video - Preroll 20s,"Apr 3, 2016",20-49,Female
Netherlands Reference number: 20160205,10549.51,KeukenConcurrent_OLV_Week 14-15_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,781445,0,Externally Managed,,13.5,CPM,"Apr 16, 2016",3,Per campaign,0063100000fJYYsAAO,Video - Preroll 20s,"Apr 7, 2016",20-34,
Netherlands Reference number: 20160229,6844.47,Brugman_OLV_Week 15-16_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,506998,0,Externally Managed,,13.5,CPM,"Apr 23, 2016",3,Per campaign,0063100000fJYYtAAO,Video - Preroll 20s,"Apr 10, 2016",35-49,Female
Netherlands Reference number: 20160307,3422.24,De Keukenman_Brugman Keukens_OLV_Mei_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,253499,0,Externally Managed,,13.5,CPM,"May 28, 2016",3,Per campaign,0063100000fJYYuAAO,Video - Preroll 20s,"May 15, 2016",35-49,Female
Netherlands Reference number: 20160006,6036.05,Start campagne na 18:00,Net Cost (Calc Margin),012i0000001EB0nAAG,447115,0,Externally Managed,,13.5,CPM,"Jan 17, 2016",3,Per campaign,0063100000fJYYVAA4,Video - Preroll 20s,"Jan 4, 2016",25-34,
Netherlands Reference number: 20160344,6279.39,De Keukenman_KeukenKampioen_OLV_Mei_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,465140,0,Externally Managed,,13.5,CPM,"May 28, 2016",3,Per campaign,0063100000fJYYvAAO,Video - Preroll 20s,"May 22, 2016",20-49,Female
Netherlands Reference number: 20160048,9053.99,2016.Eneco_Toon_jan-feb,Net Cost (Calc Margin),012i0000001EB0nAAG,670666,0,Externally Managed,,13.5,CPM,"Feb 14, 2016",3,Per campaign,0063100000fJYYWAA4,Video - Preroll 20s,"Jan 27, 2016",25-34,
Netherlands Reference number: 20160362,5289.83,Smartphone web is aangezet,Net Cost (Calc Margin),012i0000001EB0nAAG,391839,0,Externally Managed,,13.5,CPM,"Jun 3, 2016",3,Per campaign,0063100000fJYYwAAO,Video - Preroll 20s,"May 30, 2016",20-34,
Netherlands Reference number: 20160394,5011,100.000 compensatie impressies aan deze campagne toevoegen. Targeten op Zeeland en Noord-Brabant,Net Cost (Calc Margin),012i0000001EB0nAAG,1822182,0,Externally Managed,,2.75,CPM,"Aug 31, 2016",6,Per campaign,0063100000fJYYXAA4,Display - Standard,"Jun 21, 2016",,
Netherlands Reference number: 20160395,10021.98,Targeten op Zeeland en Noord-Brabant,Net Cost (Calc Margin),012i0000001EB0nAAG,715856,0,Externally Managed,,14,CPM,"Aug 31, 2016",6,Per campaign,0063100000fJYYXAA4,Display - Frequency booster,"Jun 21, 2016",,
Netherlands Reference number: 20160386,5335.1,Combi Video pakket; 50% van de impressies op Desktop en 50% van de impressies op Mobile (In-app en web). Frequency cap van 3 per device (3 op dekstop en 3 op smartphone).,Net Cost (Calc Margin),012i0000001EB0nAAG,426808,0,Externally Managed,,12.5,CPM,"Jun 23, 2016",3,Per campaign,0063100000fJYYxAAO,Video - Preroll 20s,"Jun 17, 2016",20-49,Female
Netherlands Reference number: 20160187,3513.7,Koopzondagen,Net Cost (Calc Margin),012i0000001EB0nAAG,1277710,0,Externally Managed,"Targeting on 18-44 year, Turbine segments and Provinces Zeeland + Noord Brabant (only: Steenbergen, Zevenbergen, Bergen-op-Zoom, Roosendaal). Flights: 1) 21 mrt-3 apr (253.818 impressies), 2) 11 apr-1 mei (262.438 + 143.449 impressies van de vorige flight = 405.887), 3) 23 mei-5 juni (253.818 impressies), 4) 22 aug-4 sep (253.818 impressies), 5) 24 okt-6 nov (253.818 impressies). 07 apr: demographic targeting (18-44 jaar) hoeft niet meer toegepast te worden vanaf de tweede flight. : Style & Fashion and News",2.75,CPM,"Nov 6, 2016",3,Per campaign,0063100000fJYYYAA4,Display - Standard,"Mar 21, 2016",,
Netherlands Reference number: 20160388,4897.98,Combi Video pakket. 50% van de impressies op Desktop en 50% van de impressies op Mobile In-app,Net Cost (Calc Margin),012i0000001EB0nAAG,391838,0,Externally Managed,,12.5,CPM,"Jul 3, 2016",3,Per campaign,0063100000fJYYyAAO,Video - Preroll 20s,"Jun 27, 2016",20-34,
Netherlands Reference number: 20160235,14085.63,"Inzet op Turbine segmenten, 27-5: afgesproken om de campagne 2 weken te verlengen : Arts & Crafts, Woodworking en Painting vanuit het Hobbies & Interest segment en het gehele segment Home & Garden",Net Cost (Calc Margin),012i0000001EB0nAAG,1043380,0,Externally Managed,,13.5,CPM,"Jun 12, 2016",3,Per campaign,0063100000fJYYZAA4,Video - Preroll 20s,"May 2, 2016",,
Netherlands Reference number: 20160244,14085.63,"Inzet op Turbine segmenten : Arts & Crafts, Woodworking en Painting vanuit het Hobbies & Interest segment en het gehele segment Home & Garden",Net Cost (Calc Margin),012i0000001EB0nAAG,1043380,0,Externally Managed,,13.5,CPM,"Jul 26, 2016",3,Per campaign,0063100000fJYYZAA4,Video - Preroll 20s,"Jul 4, 2016",,
Netherlands Reference number: 20160416,5335.1,Combi pakket,Net Cost (Calc Margin),012i0000001EB0nAAG,426808,0,Externally Managed,,12.5,CPM,"Jul 16, 2016",3,Per campaign,0063100000fJYYzAAO,Video - Preroll 20s,"Jul 10, 2016",20-49,Female
Netherlands Reference number: 20160423,4897.98,Combi campagne (mobiel en desktop). Frequency cap is 3 per device,Net Cost (Calc Margin),012i0000001EB0nAAG,391838,0,Externally Managed,,12.5,CPM,"Jul 29, 2016",3,Per campaign,0063100000fJYZ0AAO,Video - Preroll 20s,"Jul 21, 2016",20-34,
Netherlands Reference number: 20160487,5335.1,Combi Video pakket (50% van de impressies op Desktop en 50% van de impressies op Mobile),Net Cost (Calc Margin),012i0000001EB0nAAG,426808,0,Externally Managed,,12.5,CPM,"Aug 9, 2016",3,Per campaign,0063100000fJYZ1AAO,Video - Preroll 20s,"Aug 3, 2016",20-49,Female
Netherlands Reference number: 20160493,4224.98,Combi Video pakket (50% van de impressies op Desktop en 50% van de impressies op Mobile),Net Cost (Calc Margin),012i0000001EB0nAAG,337998,0,Externally Managed,,12.5,CPM,"Aug 27, 2016",3,Per campaign,0063100000fJYZ2AAO,Video - Preroll 20s,"Aug 14, 2016",35-49,Female
Netherlands Reference number: 20160079,6290,Regionale Targeting - zie verspreidingsgebieden,Net Cost (Calc Margin),012i0000001EB0nAAG,465926,0,Externally Managed,,13.5,CPM,"Feb 7, 2016",3,Per campaign,0063100000fJYZ3AAO,Video - Preroll 20s,"Jan 22, 2016",,
Netherlands Reference number: 20160080,2932.5,Regionale Targeting - zie verspreidingsgebieden,Net Cost (Calc Margin),012i0000001EB0nAAG,255000,0,Externally Managed,,11.5,CPM,"Feb 7, 2016",3,Per campaign,0063100000fJYZ3AAO,Mobile - Video,"Jan 22, 2016",,
Netherlands Reference number: 20150836,18000,Turbine interesses: Family & Parenting; Weddings,Net Cost (Calc Margin),012i0000001EB0nAAG,1333333,0,Externally Managed,,13.5,CPM,"Jan 10, 2016",3,Per campaign,0063100000fJYZ4AAO,Xaxis TV,"Dec 18, 2015",,
Netherlands Reference number: 20150837,4000,Retargeting op de video.,Net Cost (Calc Margin),012i0000001EB0nAAG,1454545,0,Externally Managed,,2.75,CPM,"Jan 17, 2016",7,Per campaign,0063100000fJYZ4AAO,Xaxis Display,"Dec 18, 2015",,
Netherlands Reference number: 20150804,3189.12,NN Pensioen Ophelder Service,Net Cost (Calc Margin),012i0000001EB0nAAG,531520,0,Externally Managed,,6,CPM,"Dec 31, 2015",,,0063100000fJYZ5AAO,Xaxis Mobile,"Dec 7, 2015",25-35,
Netherlands Reference number: 20160108,7863.35,Eneco_Toon_feb-mrt_OLV_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,582470,0,Externally Managed,,13.5,CPM,"Mar 9, 2016",3,Per campaign,0063100000fJYZ6AAO,Video - Preroll 20s,"Feb 22, 2016",20-34,
Netherlands Reference number: 20160202,9681,Start campagne na 09:00 uur,Net Cost (Calc Margin),012i0000001EB0nAAG,717111,0,Externally Managed,,13.5,CPM,"May 1, 2016",3,Per campaign,0063100000fJYZ7AAO,Video - Preroll 20s,"Apr 11, 2016",20-34,
Netherlands Reference number: 20160266,11795.63,04 mei: Smartphone (web) is geactiveerd voor het Hemelvaart weekend.,Net Cost (Calc Margin),012i0000001EB0nAAG,873750,0,Externally Managed,,13.5,CPM,"May 15, 2016",3,Per campaign,0063100000fJYZ8AAO,Video - Preroll 20s,"Apr 25, 2016",25-34,
Netherlands Reference number: 20160339,10200.84,Oxxio_Mei-Juni flight_OLV_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,755618,0,Externally Managed,,13.5,CPM,"Jun 5, 2016",3,Per campaign,0063100000fJYZ9AAO,Video - Preroll 20s,"May 23, 2016",20-34,
Netherlands Reference number: 20160287,7863.75,Eneco_Hollandse Wind_Mei_OLV_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,582500,0,Externally Managed,,13.5,CPM,"May 22, 2016",3,Per campaign,0063100000fJYZAAA4,Video - Preroll 20s,"May 9, 2016",20-34,
Netherlands Reference number: 20160325,2352.55,Langer doorlopen vanuit vorige flight,Net Cost (Calc Margin),012i0000001EB0nAAG,174263,0,Externally Managed,,13.5,CPM,"Jun 29, 2016",3,Per campaign,0063100000fJYZAAA4,Video - Preroll 20s,"May 23, 2016",20-34,
Netherlands Reference number: 20160331,50694.67,Hierbij de timings voor de Cap van 1 per 2 weken: 13 juni t/m 10 juli en 18 juli t/m 14 aug. Dus week 28 uitsluiten!,Net Cost (Calc Margin),012i0000001EB0nAAG,3755161,0,Externally Managed,,13.5,CPM,"Aug 14, 2016",1,Per campaign,0063100000fJYZaAAO,Video - Preroll 20s,"Jun 13, 2016",20-49,Female
Netherlands Reference number: 20160369,14042.42,20-6: Mobile web toegevoegd,Net Cost (Calc Margin),012i0000001EB0nAAG,1040179,0,Externally Managed,,13.5,CPM,"Jun 30, 2016",3,Per campaign,0063100000fJYZBAA4,Video - Preroll 20s,"Jun 6, 2016",20-34,
Netherlands Reference number: 20160387,26051.14,Desktop only. Cap 1 per 2 weken.,Net Cost (Calc Margin),012i0000001EB0nAAG,1929714,0,Externally Managed,,13.5,CPM,"Aug 14, 2016",1,Per campaign,0063100000fJYZbAAO,Video - Preroll 20s,"Jul 18, 2016",20-49,Female
Netherlands Reference number: 20160154,20000,Excedrin Xaxis,Net Cost (Calc Margin),012i0000001EB0nAAG,5000000,0,Externally Managed,Graag Turbine pixel op click + 100% meefiren zodat we een analyse achteraf kunnen draaien. Opzet campagne o.b.v. alleen Turbine segment Migraine. Tevens cookiepool opbouwen via plista en deze gebruiken voor retargeting via Xaxis Display. : Segment Hoofdpijn en Migraine,4,CPM,"May 13, 2016",7,Per campaign,0063100000fJYZCAA4,Display - High Visibility,"Apr 4, 2016",,
Netherlands Reference number: 20160402,39076.55,Desktop only. Cap van 1 per 2 weken.,Net Cost (Calc Margin),012i0000001EB0nAAG,2894559,0,Externally Managed,,13.5,CPM,"Aug 21, 2016",,,0063100000fJYZcAAO,Video - Preroll 20s,"Jul 11, 2016",20-49,Female
Netherlands Reference number: 20160483,40000,Combi Videopakket (50% van de impressies op Desktop en 50% van de impressies In-app),Net Cost (Calc Margin),012i0000001EB0nAAG,3200000,0,Externally Managed,,12.5,CPM,"Sep 11, 2016",,,0063100000fJYZDAA4,Video - Preroll 20s,"Aug 15, 2016",,
Netherlands Reference number: 20160484,40000,Combi Videopakket (50% van de impressies op Desktop en 50% van de impressies In-app),Net Cost (Calc Margin),012i0000001EB0nAAG,3200000,0,Externally Managed,,12.5,CPM,"Oct 30, 2016",,,0063100000fJYZDAA4,Video - Preroll 20s,"Oct 3, 2016",,
Netherlands Reference number: 20160429,15816.8,De campagne gaat doorlopen in september maar daar is nog geen akkoord op. Vandaar dat de cap op 1 per 4 weken staat.,Net Cost (Calc Margin),012i0000001EB0nAAG,1171615,0,Externally Managed,,13.5,CPM,"Aug 31, 2016",1,Per month,0063100000fJYZdAAO,Video - Preroll 20s,"Aug 15, 2016",20-49,Female
Netherlands Reference number: 20160143,8003.87,MAX-79995-2016-0071 -- Fiat 500 BTW Vrij - mrt,Net Cost (Calc Margin),012i0000001EB0nAAG,592879,0,Externally Managed,,13.5,CPM,"Mar 20, 2016",3,Per campaign,0063100000fJYZEAA4,Video - Preroll 20s,"Mar 1, 2016",25-54,
Netherlands Reference number: 20160401,2362.15,Cap 1 per vier weken. Desktop only. Let op: twee doelgroep (V20-34/V35-49). Vraag hiervoor naar Daisy of Cynthia.,Net Cost (Calc Margin),012i0000001EB0nAAG,174974,0,Externally Managed,,13.5,CPM,"Jul 24, 2016",,,0063100000fJYZeAAO,Video - Preroll 20s,"Jul 18, 2016",20-49,Female
Netherlands Reference number: 20160430,2362.15,Vraag aan Sjoerd voor opzet. Desktop only. Campagne 20160430 t/m 20160435 horen bij elkaar en hebben gezamelijk een cap van 1 per 4 weken.,Net Cost (Calc Margin),012i0000001EB0nAAG,174974,0,Externally Managed,,13.5,CPM,"Jul 31, 2016",1,Per month,0063100000fJYZeAAO,Video - Preroll 20s,"Jul 25, 2016",20-34,Female
Netherlands Reference number: 20160431,2362.15,Vraag aan Sjoerd voor opzet. Desktop only. Campagne 20160430 t/m 20160435 horen bij elkaar en hebben gezamelijk een cap van 1 per 4 weken.,Net Cost (Calc Margin),012i0000001EB0nAAG,174974,0,Externally Managed,,13.5,CPM,"Aug 7, 2016",1,Per month,0063100000fJYZeAAO,Video - Preroll 20s,"Aug 1, 2016",20-34,Female
Netherlands Reference number: 20160432,2362.15,Vraag aan Sjoerd voor opzet. Desktop only. Campagne 20160430 t/m 20160435 horen bij elkaar en hebben gezamelijk een cap van 1 per 4 weken.,Net Cost (Calc Margin),012i0000001EB0nAAG,174974,0,Externally Managed,,13.5,CPM,"Aug 14, 2016",1,Per month,0063100000fJYZeAAO,Video - Preroll 20s,"Aug 8, 2016",20-34,Female
Netherlands Reference number: 20160433,2362.15,Vraag aan Sjoerd voor opzet. Desktop only. Campagne 20160430 t/m 20160435 horen bij elkaar en hebben gezamelijk een cap van 1 per 4 weken.,Net Cost (Calc Margin),012i0000001EB0nAAG,174974,0,Externally Managed,,13.5,CPM,"Aug 21, 2016",1,Per month,0063100000fJYZeAAO,Video - Preroll 20s,"Aug 15, 2016",20-34,Female
Netherlands Reference number: 20160434,2362.15,Vraag aan Sjoerd voor opzet. Desktop only. Campagne 20160430 t/m 20160435 horen bij elkaar en hebben gezamelijk een cap van 1 per 4 weken.,Net Cost (Calc Margin),012i0000001EB0nAAG,174974,0,Externally Managed,,13.5,CPM,"Aug 28, 2016",1,Per month,0063100000fJYZeAAO,Video - Preroll 20s,"Aug 22, 2016",20-34,Female
Netherlands Reference number: 20160435,2362.15,Vraag aan Sjoerd voor opzet. Desktop only. Campagne 20160430 t/m 20160435 horen bij elkaar en hebben gezamelijk een cap van 1 per 4 weken.,Net Cost (Calc Margin),012i0000001EB0nAAG,174974,0,Externally Managed,,13.5,CPM,"Sep 4, 2016",1,Per month,0063100000fJYZeAAO,Video - Preroll 20s,"Aug 29, 2016",20-34,Female
Netherlands Reference number: 20160436,2551.12,Vraag aan Sjoerd voor opzet. Desktop only. Campagne 20160436 t/m 20160442 horen bij elkaar en hebben gezamelijk een cap van 1 per 4 weken.,Net Cost (Calc Margin),012i0000001EB0nAAG,188972,0,Externally Managed,,13.5,CPM,"Jul 24, 2016",1,Per month,0063100000fJYZeAAO,Video - Preroll 20s,"Jul 18, 2016",35-49,Female
Netherlands Reference number: 20160437,2551.12,Vraag aan Sjoerd voor opzet. Desktop only. Campagne 20160436 t/m 20160442 horen bij elkaar en hebben gezamelijk een cap van 1 per 4 weken.,Net Cost (Calc Margin),012i0000001EB0nAAG,188972,0,Externally Managed,,13.5,CPM,"Jul 31, 2016",1,Per month,0063100000fJYZeAAO,Video - Preroll 20s,"Jul 25, 2016",35-49,Female
Netherlands Reference number: 20160438,2551.12,Vraag aan Sjoerd voor opzet. Desktop only. Campagne 20160436 t/m 20160442 horen bij elkaar en hebben gezamelijk een cap van 1 per 4 weken.,Net Cost (Calc Margin),012i0000001EB0nAAG,188972,0,Externally Managed,,13.5,CPM,"Aug 7, 2016",1,Per month,0063100000fJYZeAAO,Video - Preroll 20s,"Aug 1, 2016",35-49,Female
Netherlands Reference number: 20160439,2551.12,Vraag aan Sjoerd voor opzet. Desktop only. Campagne 20160436 t/m 20160442 horen bij elkaar en hebben gezamelijk een cap van 1 per 4 weken.,Net Cost (Calc Margin),012i0000001EB0nAAG,188972,0,Externally Managed,,13.5,CPM,"Aug 14, 2016",1,Per month,0063100000fJYZeAAO,Video - Preroll 20s,"Aug 8, 2016",35-49,Female
Netherlands Reference number: 20160440,2551.12,Vraag aan Sjoerd voor opzet. Desktop only. Campagne 20160436 t/m 20160442 horen bij elkaar en hebben gezamelijk een cap van 1 per 4 weken.,Net Cost (Calc Margin),012i0000001EB0nAAG,188972,0,Externally Managed,,13.5,CPM,"Aug 21, 2016",1,Per month,0063100000fJYZeAAO,Video - Preroll 20s,"Aug 15, 2016",35-49,Female
